idJornada;idResponsable;IdTiempoRegistro;idPunto;idBocatoma;idVariable;Valor_1;Valor_2
1;1;27/02/2025 17:00;5;1;1;23.5;23.5
1;1;27/02/2025 17:00;5;1;2;91.9;91.9
1;1;27/02/2025 17:00;5;1;3;7.51;7.54
1;1;27/02/2025 17:00;5;1;4;142.7;143.3
1;1;27/02/2025 17:00;5;1;5;21.1;20.9
1;1;27/02/2025 17:00;5;1;6;7.49;7.49
1;1;27/02/2025 18:00;5;1;1;23.6;23.6
1;1;27/02/2025 18:00;5;1;2;92.2;92.2
1;1;27/02/2025 18:00;5;1;3;7.54;7.55
1;1;27/02/2025 18:00;5;1;4;142.4;143.1
1;1;27/02/2025 18:00;5;1;5;21.0;20.8
1;1;27/02/2025 18:00;5;1;6;7.56;7.55
